datetime,Load
2015-02-28,264152.5
2015-03-01,272479.5
2015-03-02,268713.0
2015-03-03,265677.5
2015-03-04,249789.5
2015-03-05,247250.0
2015-03-06,224723.0
2015-03-07,244014.5
2015-03-08,251165.0
2015-03-09,265212.5
2015-03-10,267441.5
2015-03-11,270397.0
2015-03-12,270397.0
2015-03-13,270397.0
2015-03-14,277906.0
2015-03-15,290311.0
2015-03-16,281154.5
2015-03-17,286111.5
2015-03-18,294504.0
2015-03-19,296025.5
2015-03-20,296025.5
2015-03-21,282841.5
2015-03-22,288749.0
2015-03-23,297559.5
2015-03-24,308960.5
2015-03-25,307565.0
2015-03-26,286755.5
2015-03-27,279906.0
2015-03-28,279906.0
2015-03-29,279906.0
2015-03-30,292303.0
2015-03-31,265931.5
2015-04-01,252681.5
2015-04-02,245879.5
2015-04-03,245879.5
2015-04-04,245879.5
2015-04-05,185866.0
2015-04-06,227103.0
2015-04-07,234056.0
2015-04-08,224829.5
2015-04-09,281336.0
2015-04-10,281423.5
2015-04-11,306316.5
2015-04-12,291372.0
2015-04-13,287632.5
2015-04-14,286627.5
2015-04-15,313821.5
2015-04-16,323491.0
2015-04-17,296347.0
2015-04-18,282191.5
2015-04-19,247186.5
2015-04-20,286964.5
2015-04-21,295460.5
2015-04-22,238951.0
2015-04-23,229190.0
2015-04-24,218617.5
2015-04-25,232355.0
2015-04-26,253691.0
2015-04-27,261824.5
2015-04-28,255384.5
2015-04-29,276681.0
2015-04-30,287116.5
2015-05-01,251073.0
2015-05-02,280714.0
2015-05-03,286697.0
2015-05-04,306902.5
2015-05-05,322213.5
2015-05-06,321802.0
2015-05-07,306518.0
2015-05-08,239010.5
2015-05-09,239010.5
2015-05-10,301762.5
2015-05-11,544218.5
2015-05-12,298038.0
2015-05-13,319936.0
2015-05-14,319936.0
2015-05-15,280350.5
2015-05-16,276705.5
2015-05-17,307768.0
2015-05-18,310014.5
2015-05-19,319342.0
2015-05-20,328102.5
2015-05-21,330259.5
2015-05-22,309264.0
2015-05-23,309264.0
2015-05-24,309264.0
2015-05-25,290704.5
2015-05-26,290704.5
2015-05-27,307444.0
2015-05-28,301693.0
